response_id,student_id,assessment_id,question_id,student_answer,is_correct,error_type,created_at
R000346,Student_015,ASM002,Q0047,incorrect_unit_conversion,False,unit_conversion,2025-08-26T00:00:00
R000347,Student_015,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R000348,Student_015,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000349,Student_015,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000350,Student_015,ASM002,Q0033,incorrect_arithmetic,False,arithmetic,2025-08-26T00:00:00
R000351,Student_016,ASM002,Q0037,varies,True,,2025-08-26T00:00:00
R000352,Student_016,ASM002,Q0001,varies,True,,2025-08-26T00:00:00
R000353,Student_016,ASM002,Q0048,varies,True,,2025-08-26T00:00:00
R000354,Student_016,ASM002,Q0056,varies,True,,2025-08-26T00:00:00
R000355,Student_016,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R000356,Student_016,ASM002,Q0047,varies,True,,2025-08-26T00:00:00
R000357,Student_016,ASM002,Q0036,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R000358,Student_016,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000359,Student_016,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000360,Student_016,ASM002,Q0033,varies,True,,2025-08-26T00:00:00
R000361,Student_017,ASM002,Q0037,varies,True,,2025-08-26T00:00:00
R000362,Student_017,ASM002,Q0001,varies,True,,2025-08-26T00:00:00
R000363,Student_017,ASM002,Q0048,varies,True,,2025-08-26T00:00:00
R000364,Student_017,ASM002,Q0056,varies,True,,2025-08-26T00:00:00
R000365,Student_017,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R000366,Student_017,ASM002,Q0047,varies,True,,2025-08-26T00:00:00
R000367,Student_017,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R000368,Student_017,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000369,Student_017,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000370,Student_017,ASM002,Q0033,varies,True,,2025-08-26T00:00:00
R000371,Student_018,ASM002,Q0037,varies,True,,2025-08-26T00:00:00
R000372,Student_018,ASM002,Q0001,varies,True,,2025-08-26T00:00:00
R000373,Student_018,ASM002,Q0048,varies,True,,2025-08-26T00:00:00
R000374,Student_018,ASM002,Q0056,varies,True,,2025-08-26T00:00:00
R000375,Student_018,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R000376,Student_018,ASM002,Q0047,varies,True,,2025-08-26T00:00:00
R000377,Student_018,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R000378,Student_018,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000379,Student_018,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000380,Student_018,ASM002,Q0033,varies,True,,2025-08-26T00:00:00
R000381,Student_019,ASM002,Q0037,varies,True,,2025-08-26T00:00:00
R000382,Student_019,ASM002,Q0001,varies,True,,2025-08-26T00:00:00
R000383,Student_019,ASM002,Q0048,varies,True,,2025-08-26T00:00:00
R000384,Student_019,ASM002,Q0056,varies,True,,2025-08-26T00:00:00
R000385,Student_019,ASM002,Q0024,varies,True,,2025-08-26T00:00:00
R000386,Student_019,ASM002,Q0047,varies,True,,2025-08-26T00:00:00
R000387,Student_019,ASM002,Q0036,incorrect_sign_error,False,sign_error,2025-08-26T00:00:00
R000388,Student_019,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000389,Student_019,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000390,Student_019,ASM002,Q0033,incorrect_sign_error,False,sign_error,2025-08-26T00:00:00
R000391,Student_020,ASM002,Q0037,varies,True,,2025-08-26T00:00:00
R000392,Student_020,ASM002,Q0001,varies,True,,2025-08-26T00:00:00
R000393,Student_020,ASM002,Q0048,varies,True,,2025-08-26T00:00:00
R000394,Student_020,ASM002,Q0056,incorrect_conceptual,False,conceptual,2025-08-26T00:00:00
R000395,Student_020,ASM002,Q0024,incorrect_careless,False,careless,2025-08-26T00:00:00
R000396,Student_020,ASM002,Q0047,varies,True,,2025-08-26T00:00:00
R000397,Student_020,ASM002,Q0036,varies,True,,2025-08-26T00:00:00
R000398,Student_020,ASM002,Q0029,varies,True,,2025-08-26T00:00:00
R000399,Student_020,ASM002,Q0050,varies,True,,2025-08-26T00:00:00
R000400,Student_020,ASM002,Q0033,varies,True,,2025-08-26T00:00:00
R000401,Student_001,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000402,Student_001,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000403,Student_001,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000404,Student_001,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000405,Student_001,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000406,Student_001,ASM003,Q0024,incorrect_careless,False,careless,2025-09-16T00:00:00
R000407,Student_001,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000408,Student_001,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000409,Student_001,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000410,Student_001,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000411,Student_002,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000412,Student_002,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000413,Student_002,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000414,Student_002,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000415,Student_002,ASM003,Q0038,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000416,Student_002,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000417,Student_002,ASM003,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000418,Student_002,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000419,Student_002,ASM003,Q0013,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000420,Student_002,ASM003,Q0034,incorrect_careless,False,careless,2025-09-16T00:00:00
R000421,Student_003,ASM003,Q0048,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000422,Student_003,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000423,Student_003,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000424,Student_003,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000425,Student_003,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000426,Student_003,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000427,Student_003,ASM003,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000428,Student_003,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000429,Student_003,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000430,Student_003,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000431,Student_004,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000432,Student_004,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000433,Student_004,ASM003,Q0057,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000434,Student_004,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000435,Student_004,ASM003,Q0038,incorrect_careless,False,careless,2025-09-16T00:00:00
R000436,Student_004,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000437,Student_004,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000438,Student_004,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000439,Student_004,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000440,Student_004,ASM003,Q0034,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000441,Student_005,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000442,Student_005,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000443,Student_005,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000444,Student_005,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000445,Student_005,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000446,Student_005,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000447,Student_005,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000448,Student_005,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000449,Student_005,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000450,Student_005,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000451,Student_006,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000452,Student_006,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000453,Student_006,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000454,Student_006,ASM003,Q0014,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000455,Student_006,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000456,Student_006,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000457,Student_006,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000458,Student_006,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000459,Student_006,ASM003,Q0013,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000460,Student_006,ASM003,Q0034,incorrect_careless,False,careless,2025-09-16T00:00:00
R000461,Student_007,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000462,Student_007,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000463,Student_007,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000464,Student_007,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000465,Student_007,ASM003,Q0038,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000466,Student_007,ASM003,Q0024,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000467,Student_007,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000468,Student_007,ASM003,Q0029,incorrect_formula_selection,False,formula_selection,2025-09-16T00:00:00
R000469,Student_007,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000470,Student_007,ASM003,Q0034,incorrect_formula_selection,False,formula_selection,2025-09-16T00:00:00
R000471,Student_008,ASM003,Q0048,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000472,Student_008,ASM003,Q0019,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000473,Student_008,ASM003,Q0057,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000474,Student_008,ASM003,Q0014,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000475,Student_008,ASM003,Q0038,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000476,Student_008,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000477,Student_008,ASM003,Q0007,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000478,Student_008,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000479,Student_008,ASM003,Q0013,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000480,Student_008,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000481,Student_009,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000482,Student_009,ASM003,Q0019,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000483,Student_009,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000484,Student_009,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000485,Student_009,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000486,Student_009,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000487,Student_009,ASM003,Q0007,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000488,Student_009,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000489,Student_009,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000490,Student_009,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000491,Student_010,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000492,Student_010,ASM003,Q0019,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000493,Student_010,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000494,Student_010,ASM003,Q0014,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000495,Student_010,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000496,Student_010,ASM003,Q0024,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000497,Student_010,ASM003,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000498,Student_010,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000499,Student_010,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000500,Student_010,ASM003,Q0034,incorrect_careless,False,careless,2025-09-16T00:00:00
R000501,Student_011,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000502,Student_011,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000503,Student_011,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000504,Student_011,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000505,Student_011,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000506,Student_011,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000507,Student_011,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000508,Student_011,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000509,Student_011,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000510,Student_011,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000511,Student_012,ASM003,Q0048,incorrect_unit_conversion,False,unit_conversion,2025-09-16T00:00:00
R000512,Student_012,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000513,Student_012,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000514,Student_012,ASM003,Q0014,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000515,Student_012,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000516,Student_012,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000517,Student_012,ASM003,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000518,Student_012,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000519,Student_012,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000520,Student_012,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000521,Student_013,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000522,Student_013,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000523,Student_013,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000524,Student_013,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000525,Student_013,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000526,Student_013,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000527,Student_013,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000528,Student_013,ASM003,Q0029,incorrect_formula_selection,False,formula_selection,2025-09-16T00:00:00
R000529,Student_013,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000530,Student_013,ASM003,Q0034,incorrect_careless,False,careless,2025-09-16T00:00:00
R000531,Student_014,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000532,Student_014,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000533,Student_014,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000534,Student_014,ASM003,Q0014,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000535,Student_014,ASM003,Q0038,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000536,Student_014,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000537,Student_014,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000538,Student_014,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000539,Student_014,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000540,Student_014,ASM003,Q0034,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000541,Student_015,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000542,Student_015,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000543,Student_015,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000544,Student_015,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000545,Student_015,ASM003,Q0038,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000546,Student_015,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000547,Student_015,ASM003,Q0007,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000548,Student_015,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000549,Student_015,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000550,Student_015,ASM003,Q0034,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000551,Student_016,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000552,Student_016,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000553,Student_016,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000554,Student_016,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000555,Student_016,ASM003,Q0038,incorrect_conceptual,False,conceptual,2025-09-16T00:00:00
R000556,Student_016,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000557,Student_016,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000558,Student_016,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000559,Student_016,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000560,Student_016,ASM003,Q0034,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000561,Student_017,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000562,Student_017,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000563,Student_017,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000564,Student_017,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000565,Student_017,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000566,Student_017,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000567,Student_017,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000568,Student_017,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000569,Student_017,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000570,Student_017,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000571,Student_018,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000572,Student_018,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000573,Student_018,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000574,Student_018,ASM003,Q0014,incorrect_denominator_handling,False,denominator_handling,2025-09-16T00:00:00
R000575,Student_018,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000576,Student_018,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000577,Student_018,ASM003,Q0007,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000578,Student_018,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000579,Student_018,ASM003,Q0013,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000580,Student_018,ASM003,Q0034,varies,True,,2025-09-16T00:00:00
R000581,Student_019,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000582,Student_019,ASM003,Q0019,varies,True,,2025-09-16T00:00:00
R000583,Student_019,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000584,Student_019,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000585,Student_019,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000586,Student_019,ASM003,Q0024,varies,True,,2025-09-16T00:00:00
R000587,Student_019,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000588,Student_019,ASM003,Q0029,incorrect_formula_selection,False,formula_selection,2025-09-16T00:00:00
R000589,Student_019,ASM003,Q0013,incorrect_simplification,False,simplification,2025-09-16T00:00:00
R000590,Student_019,ASM003,Q0034,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000591,Student_020,ASM003,Q0048,varies,True,,2025-09-16T00:00:00
R000592,Student_020,ASM003,Q0019,incorrect_careless,False,careless,2025-09-16T00:00:00
R000593,Student_020,ASM003,Q0057,varies,True,,2025-09-16T00:00:00
R000594,Student_020,ASM003,Q0014,varies,True,,2025-09-16T00:00:00
R000595,Student_020,ASM003,Q0038,varies,True,,2025-09-16T00:00:00
R000596,Student_020,ASM003,Q0024,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
R000597,Student_020,ASM003,Q0007,varies,True,,2025-09-16T00:00:00
R000598,Student_020,ASM003,Q0029,varies,True,,2025-09-16T00:00:00
R000599,Student_020,ASM003,Q0013,varies,True,,2025-09-16T00:00:00
R000600,Student_020,ASM003,Q0034,incorrect_arithmetic,False,arithmetic,2025-09-16T00:00:00
